Name,Population,Cases in past week,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Entire state,10617423,21016,0.001979,2.6617,1.849,0.009742
Appling,18386,57,0.003155,2.9913,2.0,0.018872
Atkinson,8165,25,0.003184,2.8956,2.0,0.018441
Bacon,11164,45,0.00412,2.9896,1.9565,0.024101
Baker,3038,4,0.001646,2.8919,1.0,0.004759
Baldwin,44890,35,0.000802,2.6692,1.9444,0.004162
Banks,19234,30,0.001612,2.8555,2.0,0.009205
Barrow,83240,173,0.00209,2.7884,2.0,0.011658
Bartow,107738,171,0.001596,2.6667,1.0556,0.004494
Ben Hill,16700,42,0.002575,2.5361,2.0,0.01306
Berrien,19397,90,0.004691,2.8031,2.0,0.026302
Bibb,153159,440,0.002879,2.8672,1.8565,0.015327
Bleckley,12873,62,0.004894,2.6913,2.0,0.026342
Brantley,19109,53,0.002826,2.7927,1.8276,0.014423
Brooks,15457,100,0.006534,3.0146,2.0,0.039396
Bryan,39627,127,0.00323,2.767,1.5488,0.013842
Bulloch,79608,202,0.00255,2.976,2.0,0.015177
Burke,22383,37,0.001698,2.6667,2.0,0.009055
Butts,24936,47,0.001925,2.729,2.0,0.010506
Calhoun,6189,16,0.002747,2.6173,1.0,0.007189
Camden,54666,296,0.005433,2.9691,1.0386,0.016754
Candler,10803,28,0.002684,3.0984,2.0,0.016635
Carroll,119992,246,0.002058,2.7493,2.0,0.011319
Catoosa,67580,92,0.001376,2.7244,1.6727,0.006271
Charlton,13392,39,0.002987,2.8536,1.0,0.008523
Chatham,289430,738,0.002553,2.7267,1.7163,0.011949
Chattahoochee,10907,87,0.008068,2.5924,2.0,0.041832
Chattooga,24789,39,0.001614,2.8135,1.0,0.00454
Cherokee,258773,471,0.001824,2.684,1.9958,0.009771
Clarke,128331,173,0.001356,2.6333,1.8211,0.006502
Clay,2834,3,0.001411,2.6091,2.0,0.007365
Clayton,292256,583,0.001998,2.6816,1.7774,0.009524
Clinch,6618,24,0.003778,3.3119,2.0,0.025022
Cobb,760141,1218,0.001604,2.5924,1.5676,0.006517
Coffee,43273,172,0.003998,2.9845,2.0,0.023863
Colquitt,45600,147,0.003246,2.9913,2.0,0.019417
Columbia,156714,362,0.002316,2.6333,2.0,0.012199
Cook,17270,100,0.005848,2.8358,2.0,0.033169
Coweta,148509,315,0.002128,2.6226,2.0,0.011161
Crawford,12404,21,0.001774,2.871,1.4,0.007129
Crisp,22372,31,0.00143,2.7335,2.0,0.00782
Dade,16116,15,0.000993,2.8094,1.5,0.004184
Dawson,26108,38,0.001494,2.7403,2.0,0.008187
Decatur,26404,66,0.002537,2.8652,2.0,0.014541
DeKalb,759297,1093,0.001441,2.5515,1.6074,0.005909
Dodge,20605,56,0.002766,2.9141,2.0,0.016123
Dooly,13390,21,0.001643,2.6913,2.0,0.008844
Dougherty,87956,175,0.002001,2.7493,2.0,0.011003
Douglas,146343,329,0.002255,2.7756,1.8483,0.011569
Early,10190,46,0.004612,2.6692,2.0,0.024623
Echols,4006,41,0.010484,2.7799,2.0,0.058291
Effingham,64296,161,0.00252,2.8052,1.7889,0.012644
Elbert,19194,18,0.00099,2.7884,2.0,0.005521
Emanuel,22646,73,0.003268,2.7863,2.0,0.01821
Evans,10654,69,0.00657,3.3409,2.0,0.043902
Fannin,26188,42,0.001642,2.8496,1.1351,0.005311
Fayette,114421,190,0.001669,2.2832,1.7431,0.006644
Floyd,98498,80,0.000822,2.4365,1.0,0.002004
Forsyth,244252,326,0.001339,2.6063,1.7622,0.006149
Franklin,23349,23,0.001028,2.8806,1.7692,0.005238
Fulton,1063937,1748,0.001644,2.5635,1.7533,0.007388
Gilmer,31369,13,0.000446,2.5298,1.0,0.001129
Glascock,2971,1,0.000673,2.6617,1.0,0.001792
Glynn,85292,314,0.003693,2.6592,2.0,0.019642
Gordon,57963,83,0.001449,2.7127,1.3175,0.005179
Grady,24633,71,0.002923,2.9656,2.0,0.017337
Greene,18324,23,0.00131,2.6333,1.6429,0.005666
Gwinnett,936250,1133,0.001211,2.5545,1.6209,0.005015
Habersham,45328,52,0.001169,2.6692,2.0,0.006242
Hall,204441,303,0.001487,2.6412,1.6648,0.006538
Hancock,8457,10,0.001301,2.6463,2.0,0.006884
Haralson,29792,42,0.001443,2.7969,1.68,0.006782
Harris,35236,49,0.001419,2.7515,1.5312,0.005979
Hart,26205,33,0.001297,2.8237,1.1,0.00403
Heard,11923,31,0.002684,3.055,2.0,0.016398
