Name,Population,Cases in past week,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Entire state,1359711,505,0.000372,2.2773,2.0,0.001695
Belknap,61303,30,0.000506,2.2312,1.0,0.001128
Carroll,48910,8,0.000184,2.2585,1.0,0.000416
Cheshire,76085,22,0.000302,2.3113,2.0,0.001397
Coos,31563,1,6.3e-05,2.1635,1.0,0.000137
Grafton,89886,28,0.000323,2.1635,2.0,0.001396
Hillsborough,417025,164,0.000396,2.342,2.0,0.001853
Merrimack,151391,61,0.00041,2.2712,2.0,0.00186
Rockingham,309769,132,0.000429,2.342,2.0,0.002011
Strafford,130633,47,0.000367,2.2832,1.5667,0.001314
Sullivan,43146,6,0.000162,2.1635,1.0,0.000351
