Name,Population,Cases in past week,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Entire state,4467673,8155,0.001826,2.5896,1.7226,0.008144
Adair,19202,48,0.002552,2.7174,2.0,0.013869
Allen,21315,59,0.002815,3.0938,2.0,0.017418
Anderson,22747,40,0.001802,2.6306,1.4815,0.007025
Ballard,7888,5,0.000761,2.4871,2.0,0.003784
Barren,44249,104,0.002373,2.6767,1.1818,0.007506
Bath,12500,17,0.00144,2.4837,1.7,0.00608
Bell,26032,65,0.002535,2.5203,2.0,0.01278
Boone,133581,170,0.00128,2.6489,1.8681,0.006335
Bourbon,19788,36,0.00187,2.5138,1.3846,0.006508
Boyd,46718,91,0.001969,2.5235,2.0,0.009939
Boyle,30060,37,0.001264,2.5138,1.2333,0.003919
Bracken,8303,12,0.001566,2.3656,2.0,0.007408
Breathitt,12630,13,0.001108,2.4515,1.1818,0.003212
Breckinridge,20477,45,0.002246,2.8155,2.0,0.01265
Bullitt,81676,140,0.001726,2.7927,1.9178,0.009246
Butler,12879,16,0.00132,2.7244,2.0,0.007192
Caldwell,12747,17,0.001412,2.4403,1.5455,0.005325
Calloway,39001,79,0.002051,2.6767,1.4906,0.008184
Campbell,93584,93,0.001004,2.5575,1.4531,0.003733
Carlisle,4760,0,0.00021,2.4661,1.0,0.000518
Carroll,10631,14,0.001411,2.4732,2.0,0.006979
Carter,26797,64,0.002426,2.708,1.9394,0.012739
Casey,16159,31,0.00198,2.767,2.0,0.010959
Christian,70461,78,0.001121,2.4169,1.2381,0.003355
Clark,36263,66,0.001848,2.4732,1.082,0.004944
Clay,19901,172,0.008693,2.8378,2.0,0.049338
Clinton,10218,11,0.001174,2.3656,2.0,0.005556
Crittenden,8806,7,0.000908,2.6566,1.0,0.002413
Cumberland,6614,5,0.000907,2.5896,1.0,0.002349
Daviess,101511,272,0.002689,2.6566,1.5196,0.010857
Edmonson,12150,9,0.000823,2.8496,1.8,0.004222
Elliott,7517,5,0.000798,2.4005,1.0,0.001916
Estill,14106,14,0.001063,2.581,2.0,0.005489
Fayette,323152,559,0.001733,2.4905,1.5485,0.006683
Fleming,14581,44,0.003086,2.6008,2.0,0.016053
Floyd,35589,147,0.004159,2.8155,1.6154,0.018914
Franklin,50991,90,0.001785,2.6063,2.0,0.009303
Fulton,5969,1,0.000335,2.4552,1.0,0.000823
Gallatin,8869,9,0.001128,2.6091,2.0,0.005884
Garrard,17666,27,0.001585,2.4939,2.0,0.007906
Grant,25069,44,0.001795,2.4767,1.6296,0.007245
Graves,37266,68,0.001852,2.5664,1.7,0.008078
Grayson,26427,46,0.001778,2.4365,1.6429,0.007119
Green,10941,23,0.002194,2.4661,1.6429,0.008887
Greenup,35098,64,0.001852,2.6036,1.0667,0.005143
Hancock,8722,7,0.000917,2.7471,1.0,0.00252
Hardin,110958,222,0.00201,2.7221,1.5417,0.008434
Harlan,26010,51,0.001999,2.5752,1.8214,0.009378
Harrison,18886,15,0.000847,2.4767,1.0,0.002098
Hart,19035,61,0.003257,2.9304,1.1509,0.010985
Henderson,45210,136,0.00303,3.0422,1.5632,0.014411
Henry,16126,35,0.002232,2.7948,1.8421,0.011493
Hickman,4380,0,0.000228,2.2649,1.0,0.000517
Hopkins,44686,147,0.003312,2.6412,1.2672,0.011085
Jackson,13329,84,0.006377,2.8729,2.0,0.036642
Jefferson,766757,1008,0.001316,2.598,1.6828,0.005753
Jessamine,54115,81,0.001515,2.5106,2.0,0.007609
Johnson,22188,45,0.002073,2.6642,1.3235,0.00731
Kenton,166998,130,0.000784,2.5171,1.4943,0.00295
